BATCH no.,PRODUCTION DATE,BATCH OUT OF STORAGE,BATCH WEIGHT LEAVING STORAGE (KG)
2129,11/23/2023,11/24/2023,281.200
2130,11/23/2023,11/24/2023,278.400
2131,11/23/2023,11/24/2023,273.500
2132,11/23/2023,11/24/2023,266.500
2137,11/23/2023,11/24/2023,235.400
2149,11/23/2023,11/24/2023,272.000
2150,11/23/2023,11/24/2023,271.400
2151,11/23/2023,11/24/2023,261.700
2152,11/23/2023,11/24/2023,279.000
2153,11/23/2023,11/24/2023,283.900
2154,11/23/2023,11/24/2023,266.200
2156,11/23/2023,11/24/2023,278.800
2157,11/23/2023,11/24/2023,281.800
2159,11/23/2023,11/24/2023,282.400
2161,11/23/2023,11/24/2023,276.900
2162,11/23/2023,11/24/2023,264.900
2163,11/23/2023,11/24/2023,273.300
2164,11/23/2023,11/24/2023,264.800
2165,11/23/2023,11/24/2023,283.800
2167,11/23/2023,11/24/2023,280.300
2169,11/23/2023,11/24/2023,267.200
2170,11/23/2023,11/24/2023,271.100
2172,11/23/2023,11/24/2023,271.800
2173,11/23/2023,11/24/2023,272.900
2174,11/23/2023,11/24/2023,269.700
2175,11/23/2023,11/24/2023,277.500
2176,11/23/2023,11/24/2023,268.000
2179,11/23/2023,11/24/2023,264.100
2181,11/23/2023,11/24/2023,274.900
2182,11/23/2023,11/24/2023,276.400
2183,11/23/2023,11/24/2023,278.300
2184,11/23/2023,11/24/2023,274.100
2185,11/23/2023,11/24/2023,287.000
2186,11/23/2023,11/24/2023,272.500
2187,11/23/2023,11/24/2023,277.500
2188,11/23/2023,11/24/2023,271.900
2189,11/23/2023,11/24/2023,277.400
2190,11/23/2023,11/24/2023,285.600
2191,11/23/2023,11/24/2023,290.900
2192,11/23/2023,11/24/2023,168.000
2193,11/24/2023,11/24/2023,273.800
2194,11/24/2023,11/24/2023,278.900
2195,11/24/2023,11/24/2023,283.000
2196,11/24/2023,11/24/2023,280.200
2197,11/24/2023,11/24/2023,266.400
2198,11/24/2023,11/24/2023,267.200
2199,11/24/2023,11/24/2023,267.500
2200,11/24/2023,11/24/2023,280.800
2201,11/24/2023,11/24/2023,269.700
2202,11/24/2023,11/24/2023,267.600
2203,11/24/2023,11/24/2023,275.700
2204,11/24/2023,11/24/2023,264.100
2205,11/24/2023,11/24/2023,272.800
2206,11/24/2023,11/24/2023,281.100
2207,11/24/2023,11/24/2023,281.500
2208,11/24/2023,11/27/2023,280.400
2209,11/24/2023,11/24/2023,289.100
2210,11/24/2023,11/24/2023,283.400
2211,11/24/2023,11/24/2023,280.500
2212,11/24/2023,11/24/2023,288.000
2213,11/24/2023,11/24/2023,284.800
2214,11/24/2023,11/24/2023,288.600
2215,11/24/2023,11/24/2023,285.600
2216,11/24/2023,11/24/2023,287.900
2217,11/24/2023,11/24/2023,279.200
2218,11/24/2023,11/24/2023,285.800
2219,11/24/2023,11/24/2023,282.300
2220,11/24/2023,11/24/2023,281.500
2221,11/24/2023,11/24/2023,274.400
2222,11/24/2023,11/24/2023,278.600
2223,11/24/2023,11/24/2023,275.700
2224,11/24/2023,11/24/2023,277.600
2225,11/24/2023,11/24/2023,269.600
2226,11/24/2023,11/24/2023,278.700
2227,11/24/2023,11/24/2023,264.300
2228,11/24/2023,11/24/2023,273.400
2229,11/24/2023,11/24/2023,278.100
2230,11/24/2023,11/24/2023,284.000
2231,11/24/2023,11/24/2023,276.100
2232,11/24/2023,11/24/2023,291.000
2233,11/24/2023,11/24/2023,280.900
2234,11/24/2023,11/24/2023,289.200
2239,11/24/2023,11/27/2023,286.300
2240,11/24/2023,11/27/2023,282.100
2241,11/24/2023,11/27/2023,276.800
2242,11/24/2023,11/27/2023,274.100
2243,11/24/2023,11/27/2023,265.200
2244,11/24/2023,11/27/2023,280.500
2245,11/24/2023,11/27/2023,271.500
2246,11/24/2023,11/27/2023,283.000
2247,11/24/2023,11/27/2023,284.800
2248,11/24/2023,11/27/2023,295.200
2249,11/24/2023,11/27/2023,284.000
2250,11/24/2023,11/27/2023,285.600
2251,11/24/2023,11/27/2023,288.000
2252,11/24/2023,11/27/2023,286.100
2253,11/24/2023,11/27/2023,284.800
2254,11/24/2023,11/27/2023,282.200
2255,11/24/2023,11/27/2023,286.300
2256,11/24/2023,11/27/2023,283.500
2257,11/24/2023,11/27/2023,269.500
2258,11/24/2023,11/27/2023,283.800
2259,11/24/2023,11/27/2023,276.800
2260,11/24/2023,11/27/2023,285.200
2261,11/24/2023,11/27/2023,283.900
2262,11/24/2023,11/27/2023,282.100
2263,11/24/2023,11/27/2023,266.800
2264,11/24/2023,11/27/2023,264.000
2265,11/24/2023,11/27/2023,270.700
2266,11/24/2023,11/27/2023,268.800
2267,11/24/2023,11/27/2023,270.300
2268,11/24/2023,11/27/2023,264.500
2269,11/24/2023,11/27/2023,272.600
2270,11/24/2023,11/27/2023,269.800
2271,11/24/2023,11/27/2023,273.300
2272,11/24/2023,11/27/2023,268.800
2273,11/24/2023,11/27/2023,269.500
2274,11/24/2023,11/27/2023,277.200
2275,11/24/2023,11/27/2023,271.300
2276,11/24/2023,11/27/2023,282.000
2277,11/24/2023,11/27/2023,275.700
2278,11/24/2023,11/27/2023,282.100
2279,11/24/2023,11/27/2023,222.000
2280,11/24/2023,11/27/2023,227.200
2281,11/27/2023,11/27/2023,276.500
2282,11/27/2023,11/27/2023,281.200
2283,11/27/2023,11/27/2023,277.100
2286,11/27/2023,11/27/2023,278.700
2288,11/27/2023,11/27/2023,282.100
2290,11/27/2023,11/27/2023,272.500
2292,11/27/2023,11/27/2023,281.800
2298,11/27/2023,11/27/2023,258.700
2299,11/27/2023,11/27/2023,281.000
2300,11/27/2023,11/27/2023,257.900
2301,11/27/2023,11/27/2023,276.200
2303,11/27/2023,11/27/2023,252.400
2304,11/27/2023,11/27/2023,267.100
2309,11/27/2023,11/27/2023,265.400
2310,11/27/2023,11/27/2023,267.600
2313,11/27/2023,11/27/2023,110.200
2314,11/27/2023,11/27/2023,162.400
2539,11/28/2023,11/28/2023,258.400
2540,11/28/2023,11/28/2023,275.300
2543,11/28/2023,11/28/2023,267.100
2544,11/28/2023,11/28/2023,261.200
2545,11/28/2023,11/28/2023,263.600
2547,11/28/2023,11/28/2023,263.100
2552,11/28/2023,11/28/2023,266.000
2554,11/28/2023,11/28/2023,267.200
2555,11/28/2023,11/28/2023,264.000
2557,11/28/2023,11/28/2023,264.200
2558,11/28/2023,11/28/2023,266.000
2559,11/28/2023,11/28/2023,264.800
2561,11/28/2023,11/28/2023,261.400
2563,11/28/2023,11/28/2023,266.400
2564,11/28/2023,11/28/2023,270.700
2565,11/28/2023,11/28/2023,256.600
2566,11/28/2023,11/28/2023,263.500
2567,11/28/2023,11/28/2023,263.500
2568,11/28/2023,11/28/2023,271.800
2569,11/28/2023,11/28/2023,266.000
2593,11/28/2023,11/28/2023,268.000
2594,11/28/2023,11/28/2023,266.200
2596,11/28/2023,11/28/2023,267.400
2597,11/28/2023,11/28/2023,269.600
2598,11/28/2023,11/28/2023,265.200
2604,11/28/2023,11/28/2023,268.600
2605,11/28/2023,11/28/2023,264.600
2606,11/28/2023,11/28/2023,263.900
2608,11/28/2023,11/28/2023,265.600
2609,11/28/2023,11/29/2023,258.000
2610,11/28/2023,11/29/2023,262.000
2611,11/28/2023,11/29/2023,257.000
2612,11/28/2023,11/29/2023,260.000
2613,11/28/2023,11/29/2023,265.000
2614,11/28/2023,11/29/2023,261.000
2617,11/28/2023,11/29/2023,257.000
2618,11/28/2023,11/29/2023,262.000
2621,11/28/2023,11/29/2023,254.000
2622,11/28/2023,11/29/2023,261.000
2628,11/28/2023,11/28/2023,257.600
2629,11/28/2023,11/28/2023,265.800
2633,11/28/2023,11/30/2023,267.800
2634,11/28/2023,11/28/2023,268.900
2635,11/28/2023,11/28/2023,268.400
2636,11/28/2023,11/28/2023,261.100
2637,11/28/2023,11/29/2023,268.900
2642,11/28/2023,11/29/2023,264.500
2645,11/28/2023,11/29/2023,271.400
2649,11/28/2023,11/29/2023,264.700
2650,11/28/2023,11/29/2023,275.100
2652,11/28/2023,11/29/2023,266.700
2653,11/28/2023,11/29/2023,263.900
2658,11/28/2023,11/29/2023,269.600
2659,11/28/2023,11/29/2023,271.000
2661,11/28/2023,11/29/2023,268.300
2663,11/28/2023,11/29/2023,270.900
2664,11/28/2023,11/29/2023,261.700
2666,11/28/2023,11/29/2023,269.500
2670,11/28/2023,11/28/2023,270.000
2671,11/28/2023,11/29/2023,271.600
2672,11/28/2023,11/29/2023,265.300
2673,11/28/2023,11/29/2023,273.900
2674,11/28/2023,11/29/2023,272.500
2675,11/28/2023,11/29/2023,271.100
2691,11/28/2023,11/29/2023,267.300
2692,11/28/2023,11/29/2023,275.900
2693,11/28/2023,11/29/2023,268.200
2694,11/28/2023,11/29/2023,268.300
2695,11/28/2023,11/29/2023,271.100
2696,11/28/2023,11/29/2023,266.000
2697,11/28/2023,11/29/2023,281.600
2700,11/28/2023,11/29/2023,277.100
2701,11/28/2023,11/29/2023,268.300
2703,11/28/2023,11/29/2023,259.500
2704,11/28/2023,11/29/2023,266.100
2705,11/28/2023,11/29/2023,269.200
2707,11/28/2023,11/29/2023,270.400
2708,11/28/2023,11/29/2023,271.100
2710,11/28/2023,11/29/2023,269.100
2711,11/28/2023,11/29/2023,267.800
2713,11/28/2023,11/29/2023,272.000
2714,11/28/2023,11/29/2023,268.900
2715,11/28/2023,11/29/2023,271.600
2716,11/28/2023,11/29/2023,268.300
2717,11/28/2023,11/29/2023,262.000
2718,11/28/2023,11/29/2023,266.000
2720,11/28/2023,11/29/2023,260.000
2721,11/28/2023,11/29/2023,262.000
2722,11/28/2023,11/29/2023,263.000
2723,11/28/2023,11/29/2023,272.200
2724,11/28/2023,11/29/2023,260.000
2725,11/28/2023,11/29/2023,269.300
2726,11/28/2023,11/29/2023,269.800
2727,11/28/2023,11/29/2023,270.000
2730,11/28/2023,11/29/2023,270.200
2731,11/28/2023,11/29/2023,265.500
2733,11/28/2023,11/29/2023,279.200
2734,11/28/2023,11/29/2023,267.500
2736,11/28/2023,11/29/2023,272.000
2737,11/28/2023,11/29/2023,273.000
2738,11/28/2023,11/29/2023,272.600
2739,11/28/2023,11/29/2023,272.300
2740,11/28/2023,11/29/2023,269.800
2741,11/28/2023,11/29/2023,269.900
2743,11/28/2023,11/29/2023,263.600
2745,11/28/2023,11/29/2023,153.900
2746,11/28/2023,11/29/2023,265.000
2747,11/28/2023,11/29/2023,267.000
2748,11/28/2023,11/29/2023,265.000
2749,11/28/2023,11/29/2023,268.000
2750,11/28/2023,11/29/2023,267.000
2751,11/28/2023,11/29/2023,265.000
2752,11/28/2023,11/29/2023,266.000
2753,11/28/2023,11/29/2023,56.000
2763,11/28/2023,11/29/2023,262.200
5342,11/28/2023,11/28/2023,265.000
5343,11/28/2023,11/30/2023,278.500
5345,11/28/2023,11/30/2023,272.000
5346,11/28/2023,11/28/2023,266.000
5347,11/28/2023,11/28/2023,258.000
5348,11/28/2023,11/28/2023,261.000
2764,11/29/2023,11/29/2023,265.000
2765,11/29/2023,11/29/2023,265.500
2766,11/29/2023,11/29/2023,266.600
2767,11/29/2023,11/29/2023,253.600
2769,11/29/2023,11/29/2023,273.200
2772,11/29/2023,11/29/2023,258.700
2774,11/29/2023,11/29/2023,267.500
2775,11/29/2023,11/29/2023,267.100
2777,11/29/2023,11/29/2023,262.700
2779,11/29/2023,11/29/2023,267.800
2781,11/29/2023,11/29/2023,263.200
2786,11/29/2023,11/29/2023,262.700
2787,11/29/2023,11/29/2023,259.900
2788,11/29/2023,11/29/2023,265.300
2789,11/29/2023,11/29/2023,263.500
2790,11/29/2023,11/29/2023,266.900
2791,11/29/2023,11/29/2023,264.800
2793,11/29/2023,11/29/2023,268.300
2794,11/29/2023,11/29/2023,266.500
2795,11/29/2023,11/29/2023,266.500
2797,11/29/2023,11/29/2023,261.000
2798,11/29/2023,11/30/2023,266.700
2799,11/29/2023,11/29/2023,264.300
2801,11/29/2023,11/29/2023,266.700
2802,11/29/2023,11/29/2023,276.500
2809,11/29/2023,11/29/2023,266.000
2810,11/29/2023,11/29/2023,265.500
2813,11/29/2023,11/29/2023,267.600
2814,11/29/2023,11/29/2023,256.800
2815,11/29/2023,11/29/2023,267.800
2816,11/29/2023,11/29/2023,261.100
2817,11/29/2023,11/29/2023,267.800
2822,11/29/2023,11/29/2023,269.400
2823,11/29/2023,11/29/2023,268.200
2824,11/29/2023,11/29/2023,271.800
2826,11/29/2023,11/29/2023,264.500
2827,11/29/2023,11/29/2023,277.600
2829,11/29/2023,11/29/2023,265.000
2830,11/29/2023,11/29/2023,272.200
2836,11/29/2023,11/29/2023,274.100
2837,11/29/2023,11/29/2023,257.800
2838,11/29/2023,11/29/2023,271.900
2839,11/29/2023,11/29/2023,246.300
2841,11/29/2023,11/29/2023,268.700
2842,11/29/2023,11/29/2023,267.000
2843,11/29/2023,11/29/2023,270.900
2845,11/29/2023,11/29/2023,267.100
2847,11/29/2023,11/29/2023,273.600
2848,11/29/2023,11/29/2023,267.900
2849,11/29/2023,11/29/2023,267.000
2852,11/29/2023,11/29/2023,271.100
2853,11/29/2023,11/29/2023,266.200
2854,11/29/2023,11/29/2023,271.100
2855,11/29/2023,11/29/2023,267.400
2857,11/29/2023,11/29/2023,267.400
2858,11/29/2023,11/29/2023,269.000
2860,11/29/2023,11/30/2023,268.700
2863,11/29/2023,11/30/2023,266.000
2869,11/29/2023,11/29/2023,265.700
2870,11/29/2023,11/30/2023,271.700
2871,11/29/2023,11/29/2023,265.300
2873,11/29/2023,11/29/2023,270.800
2874,11/29/2023,11/30/2023,266.000
2875,11/29/2023,11/30/2023,268.300
2881,11/29/2023,11/29/2023,267.200
2882,11/29/2023,11/29/2023,262.300
2883,11/29/2023,11/29/2023,267.100
2884,11/29/2023,11/29/2023,269.000
2885,11/29/2023,11/30/2023,268.200
2888,11/29/2023,11/30/2023,264.700
2890,11/29/2023,11/30/2023,261.400
2891,11/29/2023,11/30/2023,263.300
2892,11/29/2023,11/30/2023,267.700
2897,11/29/2023,11/29/2023,274.000
2900,11/29/2023,11/29/2023,262.900
2901,11/29/2023,11/29/2023,267.100
2906,11/29/2023,11/29/2023,267.000
2907,11/29/2023,11/30/2023,262.700
2908,11/29/2023,11/30/2023,252.500
2912,11/29/2023,11/30/2023,272.000
2915,11/29/2023,11/30/2023,274.800
2918,11/29/2023,11/30/2023,243.000
2921,11/29/2023,11/30/2023,264.000
2923,11/29/2023,11/30/2023,260.500
2925,11/29/2023,11/30/2023,259.900
2928,11/29/2023,11/30/2023,263.500
2947,11/29/2023,11/30/2023,261.000
2949,11/29/2023,11/30/2023,255.000
2953,11/29/2023,11/30/2023,98.000
2959,11/29/2023,11/30/2023,266.000
2964,11/29/2023,11/30/2023,273.000
2965,11/29/2023,11/30/2023,266.000
2969,11/29/2023,11/30/2023,273.000
2970,11/29/2023,11/30/2023,197.000
2929,11/30/2023,11/30/2023,273.200
2930,11/30/2023,11/30/2023,274.300
2931,11/30/2023,11/30/2023,272.800
2933,11/30/2023,11/30/2023,273.300
2936,11/30/2023,11/30/2023,274.600
2939,11/30/2023,11/30/2023,279.700
2941,11/30/2023,11/30/2023,277.900
2943,11/30/2023,11/30/2023,278.000
2960,11/30/2023,12/8/2023,253.400
2961,11/30/2023,11/30/2023,284.600
3160,11/30/2023,12/1/2023,271.200
3161,11/30/2023,12/1/2023,273.500
3166,11/30/2023,12/1/2023,151.200
3167,11/30/2023,12/1/2023,275.700
3168,11/30/2023,12/1/2023,270.200
3169,11/30/2023,12/1/2023,270.100
3170,11/30/2023,12/1/2023,268.100
3171,11/30/2023,12/1/2023,268.400
3172,11/30/2023,12/1/2023,263.000
3173,11/30/2023,12/1/2023,273.000
3174,11/30/2023,12/1/2023,261.000
3175,11/30/2023,12/1/2023,258.000
3177,11/30/2023,12/1/2023,271.200
3178,11/30/2023,12/1/2023,271.800
3182,11/30/2023,12/1/2023,276.400
3184,11/30/2023,12/1/2023,271.900
3185,11/30/2023,12/1/2023,272.000
3187,11/30/2023,12/1/2023,60.000
3188,11/30/2023,12/1/2023,93.000
3191,12/1/2023,12/1/2023,266.500
3197,12/1/2023,12/1/2023,265.700
3198,12/1/2023,12/1/2023,262.700
3203,12/1/2023,12/1/2023,260.800
3204,12/1/2023,12/1/2023,268.100
3208,12/1/2023,12/1/2023,261.400
3209,12/1/2023,12/1/2023,270.600
3210,12/1/2023,12/1/2023,265.000
3211,12/1/2023,12/1/2023,265.400
3215,12/1/2023,12/1/2023,264.500
3221,12/1/2023,12/1/2023,266.200
3224,12/1/2023,12/1/2023,265.100
3228,12/1/2023,12/1/2023,269.300
3232,12/1/2023,12/1/2023,269.200
3234,12/1/2023,12/1/2023,258.200
3242,12/1/2023,12/1/2023,265.600
3243,12/1/2023,12/1/2023,265.200
3247,12/1/2023,12/1/2023,256.600
3249,12/1/2023,12/1/2023,145.500
3250,12/1/2023,12/1/2023,276.500
3251,12/1/2023,12/1/2023,269.200
3256,12/1/2023,12/1/2023,265.000
3265,12/1/2023,12/1/2023,262.400
3266,12/1/2023,12/1/2023,259.300
3267,12/1/2023,12/1/2023,267.200
3268,12/1/2023,12/1/2023,259.300
3273,12/1/2023,12/1/2023,257.300
3274,12/1/2023,12/1/2023,268.900
3277,12/1/2023,12/1/2023,270.500
3280,12/1/2023,12/1/2023,261.200
3281,12/1/2023,12/1/2023,269.200
3284,12/1/2023,12/1/2023,261.200
3285,12/1/2023,12/1/2023,262.100
3292,12/1/2023,12/1/2023,256.900
3293,12/1/2023,12/1/2023,261.700
3296,12/1/2023,12/1/2023,270.100
3299,12/1/2023,12/1/2023,268.500
3300,12/1/2023,12/1/2023,263.000
3303,12/1/2023,12/1/2023,276.400
3307,12/1/2023,12/1/2023,266.900
3308,12/1/2023,12/1/2023,271.200
3309,12/1/2023,12/1/2023,265.600
3312,12/1/2023,12/1/2023,267.300
3314,12/1/2023,12/1/2023,263.500
3315,12/1/2023,12/1/2023,270.200
3316,12/1/2023,12/2/2023,267.200
3317,12/1/2023,12/2/2023,265.500
3318,12/1/2023,12/2/2023,268.900
3319,12/1/2023,12/2/2023,267.900
3320,12/1/2023,12/2/2023,273.500
3322,12/1/2023,12/2/2023,268.500
3323,12/1/2023,12/2/2023,267.700
3324,12/1/2023,12/2/2023,276.700
3326,12/1/2023,12/2/2023,279.200
3328,12/1/2023,12/2/2023,274.000
3330,12/1/2023,12/2/2023,270.600
3332,12/1/2023,12/2/2023,271.500
3335,12/1/2023,12/2/2023,270.000
3336,12/1/2023,12/2/2023,273.000
3339,12/1/2023,12/2/2023,266.700
3341,12/1/2023,12/2/2023,267.000
3343,12/1/2023,12/2/2023,274.000
3344,12/1/2023,12/2/2023,282.700
3345,12/1/2023,12/2/2023,273.100
3346,12/1/2023,12/2/2023,268.100
3347,12/1/2023,12/2/2023,269.500
3348,12/1/2023,12/2/2023,270.800
3350,12/1/2023,12/2/2023,270.400
3351,12/1/2023,12/2/2023,268.800
3352,12/1/2023,12/2/2023,274.200
3353,12/1/2023,12/2/2023,275.200
3354,12/1/2023,12/2/2023,271.400
3355,12/1/2023,12/2/2023,270.800
3356,12/1/2023,12/2/2023,267.400
3357,12/1/2023,12/2/2023,281.700
3358,12/1/2023,12/2/2023,266.700
3359,12/1/2023,12/2/2023,261.900
3360,12/1/2023,12/2/2023,269.400
3361,12/1/2023,12/2/2023,271.600
3362,12/1/2023,12/2/2023,269.600
3363,12/1/2023,12/2/2023,266.900
3364,12/1/2023,12/2/2023,266.200
3365,12/1/2023,12/2/2023,262.700
3366,12/1/2023,12/2/2023,275.100
3367,12/1/2023,12/2/2023,269.900
3368,12/1/2023,12/2/2023,276.900
3369,12/1/2023,12/2/2023,266.100
3370,12/1/2023,12/2/2023,271.500
3371,12/1/2023,12/2/2023,266.600
3372,12/1/2023,12/2/2023,276.000
3373,12/1/2023,12/2/2023,283.900
3374,12/1/2023,12/2/2023,279.500
3375,12/1/2023,12/2/2023,279.900
3377,12/1/2023,12/2/2023,272.800
3378,12/1/2023,12/2/2023,273.000
3379,12/1/2023,12/2/2023,265.000
3380,12/1/2023,12/2/2023,261.000
3381,12/1/2023,12/2/2023,256.000
3382,12/1/2023,12/2/2023,248.000
3383,12/1/2023,12/2/2023,261.000
3384,12/1/2023,12/2/2023,265.000
3385,12/1/2023,12/2/2023,265.000
3386,12/1/2023,12/2/2023,82.800
3387,12/1/2023,12/2/2023,206.100
3388,12/1/2023,12/2/2023,268.500
3389,12/1/2023,12/2/2023,266.500
3390,12/1/2023,12/2/2023,261.100
3391,12/1/2023,12/2/2023,266.000
3392,12/1/2023,12/2/2023,268.700
3393,12/1/2023,12/2/2023,266.100
3394,12/1/2023,12/2/2023,267.300
3395,12/1/2023,12/2/2023,268.200
3396,12/1/2023,12/2/2023,273.800
3397,12/1/2023,12/2/2023,267.500
3398,12/1/2023,12/2/2023,268.500
3399,12/1/2023,12/2/2023,277.500
3400,12/1/2023,12/2/2023,268.800
3401,12/1/2023,12/2/2023,18.300
3402,12/1/2023,12/2/2023,277.200
3403,12/1/2023,12/2/2023,269.100
3404,12/1/2023,12/2/2023,273.200
3405,12/1/2023,12/2/2023,96.200
3406,12/1/2023,12/4/2023,271.900
3407,12/1/2023,12/4/2023,267.600
3408,12/1/2023,12/2/2023,280.600
3409,12/1/2023,12/2/2023,273.100
3410,12/1/2023,12/2/2023,271.900
3411,12/1/2023,12/2/2023,269.900
3412,12/1/2023,12/1/2023,274.500
3413,12/1/2023,12/2/2023,267.400
3414,12/1/2023,12/2/2023,273.500
3415,12/1/2023,12/2/2023,280.200
3416,12/1/2023,12/2/2023,267.100
3417,12/1/2023,12/2/2023,270.200
3418,12/1/2023,12/4/2023,281.400
3419,12/1/2023,12/2/2023,277.800
3420,12/1/2023,12/2/2023,272.800
3422,12/1/2023,12/2/2023,270.700
3423,12/1/2023,12/4/2023,277.200
3424,12/1/2023,12/2/2023,275.300
3425,12/1/2023,12/4/2023,273.300
3426,12/1/2023,12/4/2023,268.900
3427,12/1/2023,12/4/2023,269.900
3428,12/1/2023,12/4/2023,267.600
3429,12/1/2023,12/4/2023,274.000
3430,12/1/2023,12/4/2023,267.800
3431,12/1/2023,12/4/2023,267.200
3432,12/1/2023,12/4/2023,266.500
3433,12/1/2023,12/4/2023,251.500
3434,12/1/2023,12/4/2023,272.200
3435,12/1/2023,12/4/2023,277.200
3436,12/1/2023,12/4/2023,272.200
3437,12/1/2023,12/4/2023,268.900
3438,12/1/2023,12/4/2023,268.100
3439,12/1/2023,12/4/2023,267.800
3440,12/1/2023,12/4/2023,271.300
3441,12/1/2023,12/4/2023,271.100
3442,12/1/2023,12/4/2023,273.100
3443,12/1/2023,12/4/2023,270.600
3444,12/1/2023,12/4/2023,269.700
3445,12/1/2023,12/4/2023,271.500
3446,12/1/2023,12/4/2023,268.900
3447,12/1/2023,12/4/2023,263.400
3448,12/1/2023,12/4/2023,4.200
3449,12/1/2023,12/4/2023,273.200
3450,12/1/2023,12/4/2023,267.700
3451,12/1/2023,12/4/2023,275.000
3452,12/1/2023,12/4/2023,268.800
3453,12/1/2023,12/4/2023,279.800
3454,12/1/2023,12/4/2023,265.200
3455,12/1/2023,12/2/2023,277.300
3456,12/1/2023,12/4/2023,268.900
3457,12/1/2023,12/4/2023,271.300
3458,12/1/2023,12/4/2023,267.200
3459,12/1/2023,12/4/2023,272.200
3460,12/1/2023,12/4/2023,271.200
3461,12/1/2023,12/4/2023,276.500
3462,12/1/2023,12/4/2023,283.100
3463,12/1/2023,12/2/2023,268.500
3464,12/1/2023,12/2/2023,228.700
3465,12/1/2023,12/2/2023,267.900
3466,12/1/2023,12/2/2023,248.800
3467,12/1/2023,12/1/2023,266.800
3468,12/1/2023,12/2/2023,272.900
3469,12/1/2023,12/4/2023,274.200
3470,12/1/2023,12/2/2023,270.200
3471,12/1/2023,12/4/2023,267.500
3472,12/1/2023,12/4/2023,274.300
3473,12/1/2023,12/4/2023,273.300
3474,12/1/2023,12/4/2023,272.800
3475,12/1/2023,12/4/2023,273.700
3476,12/1/2023,12/4/2023,271.500
3477,12/1/2023,12/4/2023,210.000
3478,12/1/2023,12/4/2023,272.600
3479,12/1/2023,12/4/2023,274.500
3480,12/1/2023,12/4/2023,268.700
3481,12/1/2023,12/4/2023,269.900
3482,12/1/2023,12/4/2023,271.800
3483,12/1/2023,12/4/2023,265.800
3484,12/1/2023,12/4/2023,277.300
3485,12/1/2023,12/4/2023,269.800
3486,12/1/2023,12/4/2023,272.200
3487,12/1/2023,12/4/2023,268.300
3488,12/1/2023,12/4/2023,271.500
3489,12/1/2023,12/4/2023,274.000
3490,12/1/2023,12/4/2023,256.400
3491,12/1/2023,12/4/2023,110.600
3492,12/1/2023,12/4/2023,276.000
3493,12/1/2023,12/4/2023,279.500
3494,12/1/2023,12/4/2023,268.600
3495,12/1/2023,12/4/2023,268.000
3496,12/1/2023,12/4/2023,269.500
3497,12/1/2023,12/4/2023,270.900
3498,12/1/2023,12/4/2023,273.800
3499,12/1/2023,12/4/2023,271.800
