BATCH no.,PRODUCTION DATE,BATCH WEIGHT (kg) BEFORE COOKING,BATCH WEIGHT (kg) AFTER COOKING,LOSS PERCENTAGE
2246,2023-12-19,273.8,268.0,2.1183345507669875
2247,2023-12-19,272.3,265.0,2.6808666911494714
2248,2023-12-19,271.5,264.0,2.7624309392265194
2249,2023-12-19,271.2,263.0,3.023598820058993
2260,2023-12-19,272.9,270.0,1.0626603151337404
2261,2023-12-19,272.9,265.0,2.8948332722608936
2262,2023-12-19,272.9,264.0,3.2612678636863244
2267,2023-12-19,271.8,264.0,2.86975717439294
2268,2023-12-19,272.6,263.0,3.521643433602356
2271,2023-12-19,273.9,266.0,2.8842643300474546
2276,2023-12-19,277.0,273.0,1.444043321299639
2277,2023-12-19,277.0,275.0,0.7220216606498195
2278,2023-12-19,274.5,269.0,2.0036429872495445
2279,2023-12-19,273.4,269.0,1.6093635698610012
2280,2023-12-19,273.4,269.0,1.6093635698610012
2281,2023-12-19,273.1,274.0,-0.3295496155254402
2282,2023-12-19,273.1,273.0,0.03661662394728039
2288,2023-12-19,274.1,266.0,2.9551258664720987
2290,2023-12-19,77.2,270.0,-249.74093264248705
2291,2023-12-19,275.2,266.0,3.3430232558139497
2297,2023-12-19,273.6,273.6,0.0
2305,2023-12-19,271.3,263.0,3.059343899741987
2306,2023-12-19,271.3,265.0,2.3221525985993403
2308,2023-12-19,275.7,266.0,3.5183170112441022
2311,2023-12-19,271.5,271.5,0.0
2312,2023-12-19,271.4,271.4,0.0
2313,2023-12-19,268.2,260.0,3.0574198359433216
2314,2023-12-19,268.2,268.0,0.07457121551080859
2316,2023-12-19,267.4,259.0,3.141361256544494
2317,2023-12-19,267.4,264.0,1.271503365744195
2319,2023-12-19,274.6,268.0,2.403495994173351
2320,2023-12-19,274.4,263.0,4.15451895043731
2337,2023-12-19,263.6,254.0,3.641881638846746
2338,2023-12-19,274.5,270.0,1.639344262295082
2339,2023-12-19,267.1,262.0,1.9093972295020676
2340,2023-12-19,266.9,266.0,0.337204945672528
2341,2023-12-19,265.2,259.0,2.337858220211157
2342,2023-12-19,265.1,268.0,-1.0939268200678902
2347,2023-12-19,270.1,265.0,1.8881895594224443
2348,2023-12-19,270.6,272.0,-0.5173688100517284
2355,2023-12-19,272.3,266.2,2.2401762761660016
2356,2023-12-19,282.2,276.2,2.1261516654854713
2357,2023-12-19,272.9,267.0,2.161964089410032
2358,2023-12-19,268.3,263.0,1.9754006708907983
2359,2023-12-19,281.4,275.8,1.9900497512437694
2360,2023-12-19,268.1,262.6,2.051473330846699
2363,2023-12-19,276.7,270.9,2.0961329960245796
2364,2023-12-19,277.9,272.8,1.8351925152932589
2367,2023-12-19,283.5,277.6,2.081128747795406
2368,2023-12-19,277.5,271.8,2.05405405405405
2369,2023-12-19,273.7,266.3,2.703690171720854
2379,2023-12-19,264.8,256.0,3.3232628398791584
2380,2023-12-19,269.7,261.0,3.225806451612899
2381,2023-12-19,271.8,261.0,3.9735099337748387
2382,2023-12-19,271.4,281.0,-3.537214443625653
2392,2023-12-19,289.3,270.0,6.671275492568272
2393,2023-12-19,289.0,281.0,2.768166089965398
2394,2023-12-19,274.5,265.0,3.4608378870673953
2395,2023-12-19,288.2,279.0,3.192227619708532
2399,2023-12-19,280.6,270.0,3.777619387027805
2400,2023-12-19,280.4,271.0,3.35235378031383
2403,2023-12-19,287.3,282.1,1.8099547511312177
2404,2023-12-19,284.5,278.6,2.0738137082600976
2405,2023-12-19,278.6,272.9,2.0459440057430167
2406,2023-12-19,286.4,281.0,1.8854748603351876
2407,2023-12-19,278.2,272.6,2.0129403306973277
2408,2023-12-19,286.0,279.8,2.167832167832164
2413,2023-12-19,281.5,276.4,1.8117229129662602
2414,2023-12-19,276.1,270.6,1.9920318725099602
2415,2023-12-19,275.4,269.6,2.106027596223658
2418,2023-12-19,275.4,270.7,1.7066085693536632
2419,2023-12-19,271.7,267.2,1.6562384983437615
2420,2023-12-19,283.7,278.9,1.6919280930560492
2421,2023-12-19,277.6,272.4,1.873198847262264
2424,2023-12-19,277.6,271.7,2.1253602305475625
2425,2023-12-19,274.6,267.2,2.694828841951942
2428,2023-12-19,236.3,231.0,2.2429115531104578
2429,2023-12-19,263.2,255.9,2.7735562310030333
2432,2023-12-19,32.5,31.2,4.000000000000002
2637,2023-12-20,264.6,258.5,2.3053665910808854
2640,2023-12-20,272.3,266.2,2.2401762761660016
2661,2023-12-20,271.4,266.1,1.9528371407516416
2665,2023-12-20,275.5,269.6,2.141560798548086
2666,2023-12-20,268.5,263.4,1.8994413407821313
2667,2023-12-20,268.7,263.2,2.0468924451060664
2672,2023-12-20,270.0,264.0,2.2222222222222223
2673,2023-12-20,274.5,269.9,1.6757741347905364
2674,2023-12-20,269.2,264.3,1.8202080237741374
2675,2023-12-20,268.5,263.6,1.8249534450651683
2680,2023-12-20,268.1,262.9,1.9395747855278047
2681,2023-12-20,260.2,256.4,1.4604150653343626
2683,2023-12-20,271.1,266.4,1.7336776097381206
2684,2023-12-20,269.4,264.1,1.9673348181143115
2685,2023-12-20,266.0,261.5,1.6917293233082706
2688,2023-12-20,270.8,270.8,0.0
2691,2023-12-20,274.0,268.9,1.861313868613147
2692,2023-12-20,269.4,264.9,1.670378619153675
2696,2023-12-20,273.2,268.8,1.6105417276720269
2699,2023-12-20,274.5,269.7,1.748633879781425
2700,2023-12-20,273.8,269.8,1.4609203798392987
2702,2023-12-20,274.3,269.8,1.640539555231498
2704,2023-12-20,277.7,273.5,1.5124234785739967
2705,2023-12-20,277.0,272.3,1.6967509025270717
2709,2023-12-20,276.9,271.4,1.9862766341639582
2710,2023-12-20,271.6,267.2,1.6200294550810137
2714,2023-12-20,275.0,256.0,6.909090909090909
2718,2023-12-20,276.6,256.0,7.447577729573399
2720,2023-12-20,269.9,256.0,5.1500555761393025
2725,2023-12-20,267.6,256.0,4.334828101644253
2731,2023-12-20,275.5,259.0,5.9891107078039925
2733,2023-12-20,272.8,259.0,5.058651026392965
2734,2023-12-20,274.7,259.0,5.715325809974513
2738,2023-12-20,273.4,259.0,5.267008046817842
2739,2023-12-20,270.1,259.0,4.109589041095899
2743,2023-12-20,222.8,218.6,1.8850987432675121
2771,2023-12-21,278.1,287.0,-3.200287666307075
2772,2023-12-21,274.1,287.0,-4.706311565122209
2773,2023-12-21,287.9,287.0,0.3126085446335454
2774,2023-12-21,266.4,270.0,-1.35135135135136
2775,2023-12-21,272.6,270.0,0.9537784299339774
2777,2023-12-21,272.7,270.0,0.990099009900986
2778,2023-12-21,274.2,268.0,2.261123267687815
2781,2023-12-21,271.8,268.0,1.3980868285504089
2782,2023-12-21,273.3,270.0,1.207464324917677
2787,2023-12-21,273.8,268.0,2.1183345507669875
2788,2023-12-21,274.6,269.4,1.8936635105608322
2789,2023-12-21,272.7,267.9,1.7601760176017642
2792,2023-12-21,272.7,268.2,1.6501650165016504
2793,2023-12-21,272.6,268.0,1.6874541452677998
2794,2023-12-21,273.5,273.5,0.0
2797,2023-12-21,272.2,267.8,1.6164584864070453
2798,2023-12-21,273.9,269.1,1.7524644030667964
2800,2023-12-21,276.2,271.7,1.6292541636495295
2804,2023-12-21,279.4,274.6,1.7179670722977647
2805,2023-12-21,271.3,266.3,1.842978252856616
2806,2023-12-21,271.1,265.4,2.102545186278143
2811,2023-12-21,278.2,269.0,3.3069734004313407
2816,2023-12-21,273.6,265.0,3.1432748538011777
2817,2023-12-21,273.6,270.0,1.3157894736842188
2823,2023-12-21,276.9,268.0,3.2141567352834883
2824,2023-12-21,273.6,265.0,3.1432748538011777
2825,2023-12-21,272.9,264.0,3.2612678636863244
2828,2023-12-21,270.8,262.0,3.2496307237813924
2829,2023-12-21,275.5,267.0,3.0852994555353903
2831,2023-12-21,292.7,284.0,2.97232661428083
2832,2023-12-21,274.1,269.0,1.8606348048157688
2838,2023-12-21,273.1,269.0,1.5012815818381626
2839,2023-12-21,270.6,265.0,2.069475240206956
2840,2023-12-21,270.6,274.0,-1.2564671101256382
2841,2023-12-21,270.6,267.0,1.330376940133046
2851,2023-12-21,267.4,259.0,3.141361256544494
2858,2023-12-21,273.2,269.0,1.5373352855051203
2863,2023-12-21,270.3,265.0,1.9607843137254943
2864,2023-12-21,270.0,266.0,1.4814814814814816
2868,2023-12-21,282.0,277.4,1.6312056737588732
2872,2023-12-21,263.7,258.0,2.1615472127417474
2876,2023-12-21,272.1,266.7,1.9845644983462085
2878,2023-12-21,273.9,267.7,2.263599853961296
2882,2023-12-21,273.8,268.3,2.008765522279036
2883,2023-12-21,273.1,265.8,2.6730135481508643
2884,2023-12-21,281.7,269.6,4.295349662761792
2885,2023-12-21,273.5,269.1,1.608775137111509
2888,2023-12-21,278.1,273.3,1.725997842502701
2891,2023-12-21,279.4,274.1,1.8969219756621172
2894,2023-12-21,273.1,267.8,1.9406810692054233
2898,2023-12-21,276.2,271.1,1.846488052136121
2902,2023-12-21,272.4,267.4,1.8355359765051396
2903,2023-12-21,144.8,134.4,7.182320441988955
2905,2023-12-21,271.8,266.6,1.9131714495952863
2907,2023-12-21,290.2,284.5,1.9641626464507198
2908,2023-12-21,289.8,283.9,2.0358868184955257
2910,2023-12-21,280.4,274.1,2.246790299572024
2913,2023-12-21,293.0,286.2,2.3208191126279902
2929,2023-12-21,268.9,264.1,1.7850502045369858
2930,2023-12-21,280.4,275.9,1.6048502139800285
2931,2023-12-21,276.9,271.3,2.0223907547851088
2932,2023-12-21,271.9,267.7,1.5446855461566713
2933,2023-12-21,266.9,262.4,1.6860247283626828
2934,2023-12-21,273.0,268.4,1.6849816849816932
2936,2023-12-21,273.0,268.9,1.5018315018315103
2938,2023-12-21,274.7,269.8,1.7837641062977712
2939,2023-12-21,268.7,264.4,1.6002977298102017
2940,2023-12-21,266.6,262.1,1.6879219804951235
2943,2023-12-21,286.1,281.6,1.5728766165676336
2945,2023-12-21,276.4,271.5,1.772793053545578
2946,2023-12-21,270.3,265.5,1.7758046614872407
2948,2023-12-21,272.5,267.6,1.7981651376146706
2949,2023-12-21,268.6,263.9,1.7498138495904858
2950,2023-12-21,273.8,269.2,1.680058436815202
2951,2023-12-21,266.3,262.3,1.5020653398422832
2952,2023-12-21,274.5,270.3,1.530054644808739
2953,2023-12-21,262.3,257.9,1.677468547464748
2958,2023-12-21,268.6,265.0,1.3402829486224952
2959,2023-12-21,270.0,265.8,1.5555555555555514
2960,2023-12-21,267.6,263.6,1.4947683109118086
2963,2023-12-21,265.9,261.5,1.6547574276043542
2965,2023-12-21,268.5,263.6,1.8249534450651683
2967,2023-12-21,273.0,263.0,3.6630036630036633
2968,2023-12-21,273.0,262.0,4.029304029304029
2969,2023-12-21,273.0,261.0,4.395604395604396
2970,2023-12-21,273.1,265.0,2.965946539729045
2971,2023-12-21,273.0,263.0,3.6630036630036633
2973,2023-12-21,275.0,275.0,0.0
2975,2023-12-21,276.3,266.0,3.7278320665942855
2976,2023-12-21,276.3,276.3,0.0
2977,2023-12-21,279.2,269.0,3.653295128939824
2979,2023-12-21,274.8,264.0,3.9301310043668165
2980,2023-12-21,274.8,264.0,3.9301310043668165
2981,2023-12-21,270.4,259.0,4.215976331360938
2982,2023-12-21,270.6,264.0,2.4390243902439104
2983,2023-12-21,271.5,259.0,4.6040515653775325
2995,2023-12-21,264.2,260.0,1.5897047691143034
2996,2023-12-21,272.6,268.9,1.357300073367588
2999,2023-12-21,278.4,261.0,6.249999999999992
3000,2023-12-21,278.4,261.0,6.249999999999992
3001,2023-12-21,278.5,259.0,7.001795332136446
3002,2023-12-21,278.5,263.0,5.565529622980251
3003,2023-12-21,278.4,270.9,2.6939655172413794
3005,2023-12-21,278.8,274.7,1.4705882352941257
3008,2023-12-21,273.4,269.6,1.3899049012435827
3009,2023-12-21,272.0,267.6,1.617647058823521
3011,2023-12-21,276.4,273.0,1.2301013024601946
3014,2023-12-21,282.9,279.3,1.2725344644750676
3015,2023-12-21,279.0,273.4,2.00716845878137
3016,2023-12-21,280.0,83.8,70.07142857142856
3019,2023-12-21,268.4,263.7,1.7511177347242879
3020,2023-12-21,274.3,269.9,1.6040831206708108
3022,2023-12-21,277.7,272.1,2.0165646380986555
3023,2023-12-21,269.3,264.1,1.9309320460452983
3025,2023-12-21,270.6,265.1,2.0325203252032518
3026,2023-12-21,177.6,174.7,1.632882882882886
3028,2023-12-21,275.4,270.9,1.6339869281045754
3031,2023-12-21,277.3,270.4,2.4882798413270946
3033,2023-12-21,271.5,264.9,2.4309392265193455
6017,2023-12-21,274.5,267.0,2.73224043715847
6020,2023-12-21,272.5,269.0,1.2844036697247707
6036,2023-12-21,276.0,264.0,4.3478260869565215
6037,2023-12-21,275.0,260.0,5.454545454545454
3052,2023-12-22,270.2,258.7,4.2561065877128055
3053,2023-12-22,268.2,257.1,4.1387024608501
3054,2023-12-22,270.6,259.9,3.9541759053954344
3055,2023-12-22,266.0,256.2,3.684210526315794
3060,2023-12-22,269.8,261.0,3.2616753150481883
3061,2023-12-22,269.6,259.8,3.635014836795256
3066,2023-12-22,258.6,248.0,4.098994586233574
3072,2023-12-22,266.2,259.2,2.629601803155522
3073,2023-12-22,272.8,266.7,2.23607038123168
3076,2023-12-22,269.1,263.4,2.1181716833890913
3086,2023-12-22,270.8,266.5,1.5878877400295464
3088,2023-12-22,273.5,267.3,2.2669104204753157
3090,2023-12-22,274.0,268.0,2.18978102189781
3097,2023-12-22,269.5,264.9,1.7068645640074296
3098,2023-12-22,272.6,268.2,1.6140865737344217
3099,2023-12-22,270.1,264.7,1.9992595335061214
3100,2023-12-22,271.2,267.1,1.511799410029486
3102,2023-12-22,272.2,266.4,2.130786186627484
3107,2023-12-22,271.5,266.5,1.841620626151013
3108,2023-12-22,272.0,266.0,2.2058823529411766
3113,2023-12-22,274.0,274.0,0.0
3114,2023-12-22,274.0,268.0,2.18978102189781
3117,2023-12-22,273.3,267.9,1.975850713501659
3119,2023-12-22,276.9,271.7,1.8779342723004653
3120,2023-12-22,272.7,268.2,1.6501650165016504
3121,2023-12-22,276.7,271.3,1.9515720997470103
3123,2023-12-22,274.5,269.1,1.96721311475409
3124,2023-12-22,272.6,267.5,1.8708730741012554
3125,2023-12-22,274.8,268.7,2.2197962154294113
3127,2023-12-22,275.6,269.5,2.2133526850508063
3128,2023-12-22,237.2,231.9,2.2344013490725056
3339,2023-12-28,270.9,266.6,1.5873015873015706
3340,2023-12-28,281.3,276.9,1.564166370423048
3342,2023-12-28,268.0,264.0,1.4925373134328357
3343,2023-12-28,266.7,262.5,1.574803149606295
3346,2023-12-28,265.4,262.2,1.205727204220041
3347,2023-12-28,273.8,266.4,2.702702702702715
3351,2023-12-28,275.7,270.1,2.0311933260790593
3352,2023-12-28,261.4,257.7,1.4154552410099421
3356,2023-12-28,265.2,260.4,1.809954751131226
3357,2023-12-28,265.0,260.7,1.6226415094339666
3359,2023-12-28,266.3,263.4,1.0889973713856682
3363,2023-12-28,262.4,258.1,1.6387195121951046
3364,2023-12-28,274.9,270.9,1.4550745725718444
3365,2023-12-28,267.1,262.8,1.6098839385997796
3368,2023-12-28,273.9,269.3,1.6794450529390166
3369,2023-12-28,267.9,263.5,1.642403882045531
3371,2023-12-28,268.5,264.1,1.6387337057728035
3372,2023-12-28,270.3,265.2,1.886792452830197
3373,2023-12-28,270.4,264.6,2.1449704142011665
3374,2023-12-28,271.2,260.0,4.12979351032448
3375,2023-12-28,271.1,267.0,1.512357063814099
3376,2023-12-28,271.2,257.0,5.235988200589967
3377,2023-12-28,271.2,264.0,2.654867256637164
3378,2023-12-28,271.1,261.0,3.7255625230542315
3393,2023-12-28,268.1,259.0,3.3942558746736373
3394,2023-12-28,269.5,261.0,3.153988868274583
3396,2023-12-28,268.7,260.0,3.2378116858950463
3397,2023-12-28,269.8,261.0,3.2616753150481883
3398,2023-12-28,267.8,259.0,3.2860343539955235
3399,2023-12-28,270.1,265.3,1.7771195853387673
3401,2023-12-28,276.1,270.5,2.028250633828331
3405,2023-12-28,227.6,268.0,-17.750439367311074
3434,2023-12-28,273.6,270.0,1.3157894736842188
3436,2023-12-28,274.0,270.0,1.4598540145985401
3444,2023-12-28,272.4,268.0,1.6152716593245144
3445,2023-12-28,272.4,262.0,3.8179148311306825
3446,2023-12-28,273.6,273.1,0.18274853801169588
3447,2023-12-28,273.5,269.0,1.6453382084095063
3448,2023-12-28,275.9,270.0,2.138455962305175
3449,2023-12-28,275.6,257.6,6.53120464441219
3454,2023-12-28,283.8,279.2,1.620859760394652
3455,2023-12-28,274.3,269.5,1.7499088589136025
3456,2023-12-28,275.1,271.0,1.4903671392221092
3457,2023-12-28,277.4,277.4,0.0
3464,2023-12-28,280.4,275.8,1.6405135520684615
3467,2023-12-28,274.3,269.8,1.640539555231498
3468,2023-12-28,271.6,266.2,1.9882179675994234
3471,2023-12-28,275.7,271.8,1.414581066376488
3472,2023-12-28,281.6,276.7,1.7400568181818301
3473,2023-12-28,268.8,263.8,1.8601190476190477
3474,2023-12-28,276.2,270.4,2.0999275887038418
3475,2023-12-28,285.3,280.7,1.6123378899404215
3476,2023-12-28,272.3,267.5,1.7627616599339004
3477,2023-12-28,273.6,268.4,1.900584795321654
3481,2023-12-28,285.3,279.5,2.0329477742726993
3483,2023-12-28,272.1,265.3,2.4990812201396584
3484,2023-12-28,270.9,264.5,2.3624953857511914
3486,2023-12-28,273.7,268.8,1.7902813299232652
3487,2023-12-28,285.3,280.6,1.6473887136347665
3490,2023-12-28,276.2,273.1,1.1223750905141079
3491,2023-12-28,273.6,268.8,1.7543859649122848
3494,2023-12-28,277.8,272.4,1.9438444924406169
3495,2023-12-28,278.8,274.1,1.685796269727399
3496,2023-12-28,272.6,266.3,2.3110785033015446
3497,2023-12-28,280.5,273.4,2.5311942959001863
3498,2023-12-28,282.0,275.0,2.4822695035460995
3499,2023-12-28,270.8,264.7,2.252584933530289
3500,2023-12-28,273.7,268.7,1.8268176835951773
3501,2023-12-28,271.8,265.9,2.170713760117746
3503,2023-12-28,277.5,271.1,2.306306306306298
3506,2023-12-28,281.8,275.4,2.2711142654364918
3507,2023-12-28,275.0,268.1,2.509090909090901
3513,2023-12-28,273.0,273.0,0.0
3514,2023-12-28,271.4,264.4,2.5792188651436994
3515,2023-12-28,279.9,273.5,2.2865309038942403
3518,2023-12-28,271.2,266.3,1.8067846607669535
3519,2023-12-28,273.5,268.6,1.7915904936014544
3520,2023-12-28,271.9,265.4,2.3905847738139023
3523,2023-12-28,277.3,269.6,2.776776054814276
3524,2023-12-28,267.2,264.0,1.1976047904191574
3525,2023-12-28,276.9,274.0,1.0473094980137152
3526,2023-12-28,271.9,269.0,1.0665685913938865
3527,2023-12-28,275.8,263.0,4.641044234952868
3528,2023-12-28,274.2,271.0,1.1670313639679024
3530,2023-12-28,275.7,271.0,1.7047515415306451
3537,2023-12-28,267.1,280.0,-4.829651815799317
3538,2023-12-28,272.2,268.0,1.5429831006612744
3539,2023-12-28,285.6,281.0,1.610644257703089
3542,2023-12-28,284.3,279.3,1.7587055926837847
3543,2023-12-28,271.3,265.4,2.1747143383708196
3544,2023-12-28,275.2,270.1,1.8531976744185923
3546,2023-12-28,271.2,266.1,1.8805309734513151
3547,2023-12-28,282.2,277.1,1.8072289156626387
3551,2023-12-28,274.3,270.0,1.5676266861101025
3552,2023-12-28,283.0,277.6,1.9081272084805572
3555,2023-12-28,283.0,278.2,1.696113074204951
3556,2023-12-28,272.0,266.5,2.0220588235294117
3559,2023-12-28,278.8,273.4,1.9368723098995817
3560,2023-12-28,269.6,263.9,2.114243323442153
3561,2023-12-28,285.4,279.7,1.9971969166082655
3562,2023-12-28,264.4,258.5,2.231467473524954
3563,2023-12-28,286.0,277.7,2.902097902097906
3564,2023-12-28,262.6,256.7,2.24676313785226
3565,2023-12-28,103.2,100.0,3.1007751937984525
3589,2023-12-29,272.6,262.5,3.705062362435811
3590,2023-12-29,288.6,280.2,2.9106029106029223
3592,2023-12-29,276.8,267.6,3.3236994219653133
3594,2023-12-29,272.0,267.9,1.507352941176479
3595,2023-12-29,285.9,277.6,2.903112976565217
3596,2023-12-29,273.3,267.6,2.0856201975850674
3597,2023-12-29,199.3,199.3,0.0
3600,2023-12-29,289.5,282.6,2.3834196891191635
3601,2023-12-29,272.4,267.4,1.8355359765051396
3604,2023-12-29,290.0,284.9,1.7586206896551801
3605,2023-12-29,273.1,267.6,2.0139143170999634
3606,2023-12-29,287.8,282.2,1.9457956914524053
3609,2023-12-29,273.4,266.4,2.560351133869788
3610,2023-12-29,284.6,278.1,2.2839072382290935
3614,2023-12-29,267.8,260.5,2.7259148618371962
3616,2023-12-29,275.0,269.5,2.0
3617,2023-12-29,288.0,281.5,2.256944444444444
3618,2023-12-29,51.9,50.7,2.312138728323691
3734,2024-01-02,264.2,258.4,2.195306585919762
3735,2024-01-02,263.9,256.6,2.7661993179234385
3736,2024-01-02,271.4,265.2,2.284450994841558
3737,2024-01-02,271.5,265.2,2.3204419889502805
3738,2024-01-02,255.9,250.5,2.1101992966002365
3739,2024-01-02,268.6,266.0,0.9679821295606935
3744,2024-01-02,265.6,260.8,1.8072289156626546
3745,2024-01-02,236.9,266.8,-12.621359223300974
3746,2024-01-02,263.3,258.1,1.9749335358906148
3747,2024-01-02,256.8,251.7,1.985981308411224
3748,2024-01-02,254.3,249.4,1.9268580416830536
3749,2024-01-02,267.8,262.9,1.8297236743838812
3757,2024-01-02,269.0,265.6,1.263940520446088
3760,2024-01-02,267.2,262.7,1.6841317365269461
3762,2024-01-02,270.8,265.4,1.9940915805022281
3768,2024-01-02,269.0,263.6,2.0074349442379096
3772,2024-01-02,270.3,264.5,2.145763965963748
3773,2024-01-02,270.6,265.0,2.069475240206956
3775,2024-01-02,265.6,259.0,2.484939759036153
3776,2024-01-02,267.9,262.0,2.202314296379238
3777,2024-01-02,268.0,261.0,2.6119402985074625
3778,2024-01-02,268.0,259.0,3.3582089552238807
3779,2024-01-02,268.0,258.0,3.731343283582089
3780,2024-01-02,268.0,259.0,3.3582089552238807
3785,2024-01-02,274.2,264.0,3.719912472647698
3786,2024-01-02,272.0,262.0,3.6764705882352944
3795,2024-01-02,271.0,261.0,3.6900369003690034
3804,2024-01-02,265.3,261.0,1.6208066339992504
3805,2024-01-02,265.3,256.0,3.50546551074256
3810,2024-01-02,269.8,264.7,1.8902891030392968
3811,2024-01-02,271.3,266.8,1.6586804275709546
3812,2024-01-02,271.7,267.3,1.6194331983805585
3813,2024-01-02,277.7,271.9,2.0885848037450527
3817,2024-01-02,262.4,257.6,1.8292682926829098
3818,2024-01-02,260.0,255.3,1.8076923076923033
3821,2024-01-02,273.9,269.3,1.6794450529390166
3822,2024-01-02,274.3,268.9,1.9686474662778102
3824,2024-01-02,272.6,268.7,1.430667644900966
3828,2024-01-02,260.3,254.4,2.266615443718788
3830,2024-01-02,273.3,267.1,2.2685693377241085
3831,2024-01-02,270.9,265.7,1.9195275009228456
3832,2024-01-02,276.7,271.6,1.8431514275388385
3837,2024-01-02,271.2,265.3,2.175516224188782
3839,2024-01-02,275.7,270.4,1.9223793978962682
3843,2024-01-02,274.4,268.5,2.150145772594744
3844,2024-01-02,269.9,264.5,2.000741015190803
3847,2024-01-02,265.1,258.9,2.3387400980762147
3849,2024-01-02,255.4,249.0,2.5058731401722807
3851,2024-01-02,268.3,262.0,2.348117778606042
3879,2024-01-02,255.9,251.6,1.6803438843298206
3880,2024-01-02,258.1,251.6,2.5184037194885813
3881,2024-01-02,264.9,259.8,1.9252548131370202
3882,2024-01-02,266.9,260.2,2.5103034844511014
3893,2024-01-02,270.0,264.5,2.037037037037037
3895,2024-01-02,271.3,266.2,1.879837817913757
3896,2024-01-02,263.4,259.2,1.5945330296127522
3897,2024-01-02,276.7,273.1,1.301048066498
3898,2024-01-02,273.8,269.4,1.607012417823241
3900,2024-01-02,280.2,275.7,1.6059957173447537
3901,2024-01-02,280.9,276.7,1.4951940192239193
3902,2024-01-02,273.2,268.4,1.7569546120058608
